departure,arrival,price,departure date,arrival date,transfer type,link,transfer_number,duration,downloaded_date
Aachen,Rotterdam,44.98,2024-04-19T14:05:00+02:00,2024-04-19T20:45:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40dee83e-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,6.666666666666667,19.04.2024
Aachen,Rotterdam,32.98,2024-04-19T15:25:00+02:00,2024-04-19T21:55:00+02:00,train#direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40dee83e-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,6.5,19.04.2024
Aachen,Rotterdam,17.99,2024-04-19T15:50:00+02:00,2024-04-19T20:30:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40dee83e-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,4.666666666666667,19.04.2024
Aachen,Rotterdam,32.98,2024-04-20T01:00:00+02:00,2024-04-20T07:35:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40dee83e-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,6.583333333333333,19.04.2024
Aachen,Rotterdam,48.48,2024-04-20T03:55:00+02:00,2024-04-20T10:55:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40dee83e-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,7.0,19.04.2024
Duesseldorf,Paris,69.99,2024-04-19T11:25:00+02:00,2024-04-19T19:45:00+02:00,fast,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,8.333333333333334,19.04.2024
Duesseldorf,Paris,79.98,2024-04-19T16:15:00+02:00,2024-04-20T01:35:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,9.333333333333334,19.04.2024
Duesseldorf,Paris,82.48,2024-04-19T16:15:00+02:00,2024-04-20T02:15:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,10.0,19.04.2024
Duesseldorf,Paris,0.0,2024-04-19T17:00:00+02:00,2024-04-20T02:15:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,9.25,19.04.2024
Duesseldorf,Paris,0.0,2024-04-19T17:00:00+02:00,2024-04-20T03:10:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,10.166666666666666,19.04.2024
Duesseldorf,Paris,69.99,2024-04-19T22:05:00+02:00,2024-04-20T06:10:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,8.083333333333334,19.04.2024
Duesseldorf,Paris,69.99,2024-04-19T22:35:00+02:00,2024-04-20T07:10:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,8.583333333333334,19.04.2024
Duesseldorf,Paris,84.99,2024-04-20T00:35:00+02:00,2024-04-20T07:15:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,6.666666666666667,19.04.2024
Moenchengladbach,Paris,63.98,2024-04-19T11:55:00+02:00,2024-04-19T22:10:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40da838e-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,10.25,19.04.2024
Moenchengladbach,Paris,74.99,2024-04-19T22:45:00+02:00,2024-04-20T06:10:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40da838e-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,7.416666666666667,19.04.2024
Cologne,Paris,69.99,2024-04-19T12:10:00+02:00,2024-04-19T19:45:00+02:00,fast,https://shop.flixbus.ua/search?departureCity=40d91025-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,7.583333333333333,19.04.2024
Cologne,Paris,69.99,2024-04-19T12:50:00+02:00,2024-04-19T19:45:00+02:00,fast,https://shop.flixbus.ua/search?departureCity=40d91025-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,6.916666666666667,19.04.2024
Cologne,Paris,84.99,2024-04-19T20:35:00+02:00,2024-04-20T06:10:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d91025-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,9.583333333333334,19.04.2024
Cologne,Paris,84.99,2024-04-19T21:15:00+02:00,2024-04-20T06:10:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d91025-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,8.916666666666666,19.04.2024
Cologne,Paris,77.49,2024-04-19T23:15:00+02:00,2024-04-20T07:10:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d91025-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,7.916666666666667,19.04.2024
Cologne,Paris,77.49,2024-04-19T23:50:00+02:00,2024-04-20T07:10:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d91025-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,7.333333333333333,19.04.2024
Cologne,Paris,84.99,2024-04-20T01:35:00+02:00,2024-04-20T07:15:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d91025-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,5.666666666666667,19.04.2024
Aachen,Paris,49.98,2024-04-19T10:35:00+02:00,2024-04-19T19:30:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,8.916666666666666,19.04.2024
Aachen,Paris,49.98,2024-04-19T11:40:00+02:00,2024-04-19T20:30:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,8.833333333333334,19.04.2024
Aachen,Paris,54.98,2024-04-19T14:05:00+02:00,2024-04-19T22:30:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,8.416666666666666,19.04.2024
Aachen,Paris,52.98,2024-04-19T15:50:00+02:00,2024-04-19T23:45:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,7.916666666666667,19.04.2024
Aachen,Paris,60.98,2024-04-19T17:40:00+02:00,2024-04-20T03:10:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,9.5,19.04.2024
Aachen,Paris,59.98,2024-04-19T20:35:00+02:00,2024-04-20T05:30:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,8.916666666666666,19.04.2024
Aachen,Paris,64.99,2024-04-20T01:00:00+02:00,2024-04-20T07:10:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40da8ddc-8646-11e6-9066-549f350fcb0c&arrivalCity=40de8964-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,6.166666666666667,19.04.2024
Duesseldorf,Brussel,54.99,2024-04-19T10:35:00+02:00,2024-04-19T13:30:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de6287-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,2.9166666666666665,19.04.2024
Duesseldorf,Brussel,29.99,2024-04-19T13:15:00+02:00,2024-04-19T16:10:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de6287-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,2.9166666666666665,19.04.2024
Duesseldorf,Brussel,44.99,2024-04-19T15:45:00+02:00,2024-04-19T18:30:00+02:00,fast,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de6287-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,2.75,19.04.2024
Duesseldorf,Brussel,0.0,2024-04-19T17:00:00+02:00,2024-04-19T19:45:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de6287-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,2.75,19.04.2024
Duesseldorf,Brussel,24.99,2024-04-19T19:30:00+02:00,2024-04-19T22:10:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de6287-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,2.6666666666666665,19.04.2024
Duesseldorf,Brussel,24.99,2024-04-19T22:05:00+02:00,2024-04-20T01:35:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de6287-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,3.5,19.04.2024
Duesseldorf,Brussel,54.99,2024-04-19T22:35:00+02:00,2024-04-20T03:30:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40d911c7-8646-11e6-9066-549f350fcb0c&arrivalCity=40de6287-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,4.916666666666667,19.04.2024
Moenchengladbach,Brussel,21.98,2024-04-19T11:55:00+02:00,2024-04-19T16:10:00+02:00,direct#direct,https://shop.flixbus.ua/search?departureCity=40da838e-8646-11e6-9066-549f350fcb0c&arrivalCity=40de6287-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,1,4.25,19.04.2024
Moenchengladbach,Brussel,19.99,2024-04-19T22:45:00+02:00,2024-04-20T01:35:00+02:00,direct,https://shop.flixbus.ua/search?departureCity=40da838e-8646-11e6-9066-549f350fcb0c&arrivalCity=40de6287-8646-11e6-9066-549f350fcb0c&rideDate=19.04.2024&adult=2&_locale=uk&features%5Bfeature.darken_page%5D=1&features%5Bfeature.enable_distribusion%5D=1&features%5Bfeature.train_cities_only%5D=0&features%5Bfeature.webc_search_persistent_explore_map%5D=0&atb_pdid=cc861ad2-ab97-43a7-971e-623e0c66e29f&_sp=1c858985-ce9b-4a8e-9e59-e4f41512f0b7&_spnuid=af71e384-6ff1-4a74-b031-8e7851f5e897,0,2.8333333333333335,19.04.2024
